tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres	averageRating	numVotes
tt0106469	movie	Blood In, Blood Out	Bound by Honor	0	1993	\N	180	Biography,Crime,Drama	7.9	36628
tt0106489	movie	A Bronx Tale	A Bronx Tale	0	1993	\N	121	Crime,Drama	7.8	176152
tt0106500	movie	CB4	CB4	0	1993	\N	89	Comedy,Music	6.2	10944
tt0106519	movie	Carlito's Way	Carlito's Way	0	1993	\N	144	Crime,Drama,Thriller	7.9	242513
tt0106535	movie	The Cement Garden	The Cement Garden	0	1993	\N	101	Drama	7.0	5686
tt0106579	movie	Clean, Shaven	Clean, Shaven	0	1993	\N	79	Crime,Drama,Thriller	7.0	6317
tt0106582	movie	Cliffhanger	Cliffhanger	0	1993	\N	113	Action,Adventure,Thriller	6.5	145728
tt0106611	movie	Cool Runnings	Cool Runnings	0	1993	\N	98	Adventure,Comedy,Family	7.0	118927
tt0106664	movie	The Dark Half	The Dark Half	0	1993	\N	122	Horror,Mystery,Thriller	6.0	21286
tt0106673	movie	Dave	Dave	0	1993	\N	110	Comedy,Romance	6.9	59197
tt0106677	movie	Dazed and Confused	Dazed and Confused	0	1993	\N	103	Comedy	7.6	211524
tt0106697	movie	Demolition Man	Demolition Man	0	1993	\N	115	Action,Sci-Fi,Thriller	6.7	204517
tt0106770	movie	Dragon: The Bruce Lee Story	Dragon: The Bruce Lee Story	0	1993	\N	120	Action,Biography,Drama	7.0	34317
tt0106856	movie	Falling Down	Falling Down	0	1993	\N	113	Crime,Drama,Thriller	7.6	219350
tt0106881	movie	Fearless	Fearless	0	1993	\N	122	Drama,Thriller	7.0	25565
tt0106912	movie	Fire in the Sky	Fire in the Sky	0	1993	\N	109	Biography,Drama,Fantasy	6.5	30520
tt0106918	movie	The Firm	The Firm	0	1993	\N	154	Drama,Mystery,Thriller	6.9	156861
tt0106926	movie	Flesh and Bone	Flesh and Bone	0	1993	\N	126	Drama,Mystery,Romance	6.3	6570
tt0106936	movie	The Legend	Fong Sai-Yuk	0	1993	\N	100	Action,Comedy,History	7.1	8664
tt0106941	movie	For Love or Money	For Love or Money	0	1993	\N	96	Comedy,Drama,Romance	6.2	16213
tt0106965	movie	Free Willy	Free Willy	0	1993	\N	112	Adventure,Drama,Family	6.1	87129
tt0106966	movie	Strawberry & Chocolate	Fresa y chocolate	0	1993	\N	108	Comedy,Drama,Romance	7.4	6223
tt0106977	movie	The Fugitive	The Fugitive	0	1993	\N	130	Action,Crime,Drama	7.8	337219
tt0107002	movie	Germinal	Germinal	0	1993	\N	160	Drama,Romance	7.1	5991
tt0107004	movie	Geronimo: An American Legend	Geronimo: An American Legend	0	1993	\N	115	Drama,History,Western	6.6	14632
tt0107007	movie	Gettysburg	Gettysburg	0	1993	\N	254	Drama,History,War	7.6	32735
tt0107027	movie	Godzilla vs. Mechagodzilla II	Gojira vs. Mekagojira	0	1993	\N	105	Action,Adventure,Drama	6.5	6431
tt0107034	movie	The Good Son	The Good Son	0	1993	\N	87	Drama,Thriller	6.4	47785
tt0107048	movie	Groundhog Day	Groundhog Day	0	1993	\N	101	Comedy,Drama,Fantasy	8.0	724130
tt0107050	movie	Grumpy Old Men	Grumpy Old Men	0	1993	\N	103	Comedy,Drama,Romance	7.0	56157
tt0107076	movie	Hard Target	Hard Target	0	1993	\N	97	Action,Crime,Thriller	6.2	59766
tt0107091	movie	Heart and Souls	Heart and Souls	0	1993	\N	104	Comedy,Drama,Fantasy	7.0	19749
tt0107096	movie	Heaven & Earth	Heaven & Earth	0	1993	\N	140	Action,Biography,Drama	6.8	15740
tt0107120	movie	Hocus Pocus	Hocus Pocus	0	1993	\N	96	Comedy,Family,Fantasy	6.9	165590
tt0107131	movie	Homeward Bound: The Incredible Journey	Homeward Bound: The Incredible Journey	0	1993	\N	84	Adventure,Comedy,Drama	7.0	54090
tt0107144	movie	Hot Shots! Part Deux	Hot Shots! Part Deux	0	1993	\N	86	Action,Comedy	6.6	101685
tt0107151	movie	The House of the Spirits	The House of the Spirits	0	1993	\N	145	Drama,Romance	6.9	26018
tt0107156	movie	The Wedding Banquet	Xi yan	0	1993	\N	106	Comedy,Drama,Romance	7.6	18342
tt0107166	movie	Hum Hain Rahi Pyar Ke	Hum Hain Rahi Pyar Ke	0	1993	\N	163	Comedy,Drama,Romance	7.3	6588
tt0107206	movie	In the Line of Fire	In the Line of Fire	0	1993	\N	128	Action,Crime,Drama	7.2	120011
tt0107207	movie	In the Name of the Father	In the Name of the Father	0	1993	\N	133	Biography,Crime,Drama	8.1	198226
tt0107209	movie	Faraway, So Close!	In weiter Ferne, so nah!	0	1993	\N	140	Drama,Fantasy,Romance	7.2	9573
tt0107211	movie	Indecent Proposal	Indecent Proposal	0	1993	\N	117	Drama,Romance	6.0	83301
tt0107212	movie	Indian Summer	Indian Summer	0	1993	\N	97	Comedy,Drama,Romance	6.6	6594
tt0107282	movie	The Joy Luck Club	The Joy Luck Club	0	1993	\N	139	Drama	7.7	19271
tt0107286	movie	Judgment Night	Judgment Night	0	1993	\N	110	Action,Crime,Drama	6.6	20303
tt0107290	movie	Jurassic Park	Jurassic Park	0	1993	\N	127	Action,Adventure,Sci-Fi	8.2	1141045
tt0107302	movie	Kalifornia	Kalifornia	0	1993	\N	117	Crime,Drama,Thriller	6.7	60963
tt0107315	movie	Kika	Kika	0	1993	\N	114	Comedy	6.5	15726
tt0107322	movie	King of the Hill	King of the Hill	0	1993	\N	103	Drama,History	7.3	9198
tt0107362	movie	Last Action Hero	Last Action Hero	0	1993	\N	130	Action,Adventure,Comedy	6.5	170888
tt0107426	movie	Little Buddha	Little Buddha	0	1993	\N	123	Drama	6.1	18793
tt0107468	movie	M. Butterfly	M. Butterfly	0	1993	\N	101	Drama,Romance	6.7	11473
tt0107473	movie	Mad Dog and Glory	Mad Dog and Glory	0	1993	\N	97	Comedy,Crime,Drama	6.2	23633
tt0107474	movie	Madadayo	Mâdadayo	0	1993	\N	134	Drama	7.3	6526
tt0107497	movie	Malice	Malice	0	1993	\N	107	Crime,Mystery,Thriller	6.5	29773
tt0107501	movie	The Man Without a Face	The Man Without a Face	0	1993	\N	115	Drama	6.7	32347
tt0107507	movie	Manhattan Murder Mystery	Manhattan Murder Mystery	0	1993	\N	104	Comedy,Mystery	7.3	48515
tt0107529	movie	Matinee	Matinee	0	1993	\N	99	Comedy,Drama	6.9	13177
tt0107554	movie	Menace II Society	Menace II Society	0	1993	\N	97	Crime,Drama,Thriller	7.5	68067
tt0107614	movie	Mrs. Doubtfire	Mrs. Doubtfire	0	1993	\N	125	Comedy,Drama,Family	7.1	307316
tt0107616	movie	Much Ado About Nothing	Much Ado About Nothing	0	1993	\N	111	Comedy,Drama,Romance	7.3	54471
tt0107617	movie	The Scent of Green Papaya	Mùi du du xanh	0	1993	\N	104	Drama,Music,Romance	7.3	10745
tt0107630	movie	My Life	My Life	0	1993	\N	117	Drama	6.8	12696
tt0107653	movie	Naked	Naked	0	1993	\N	131	Comedy,Drama	7.7	47292
tt0107659	movie	Loaded Weapon 1	National Lampoon's: Loaded Weapon 1	0	1993	\N	84	Action,Comedy,Crime	6.2	53174
tt0107665	movie	Needful Things	Needful Things	0	1993	\N	121	Crime,Drama,Fantasy	6.3	29309
tt0107688	movie	The Nightmare Before Christmas	Tim Burton's the Nightmare Before Christmas	0	1993	\N	76	Animation,Family,Fantasy	7.9	398534
tt0107692	movie	Ninja Scroll	Jûbê ninpûchô	0	1993	\N	94	Action,Adventure,Animation	7.8	43413
tt0107745	movie	Once Upon a Forest	Once Upon a Forest	0	1993	\N	71	Adventure,Animation,Drama	6.5	6357
tt0107750	movie	Only the Strong	Only the Strong	0	1993	\N	99	Action,Drama	6.5	7341
tt0107756	movie	Orlando	Orlando	0	1992	\N	94	Biography,Drama,Fantasy	7.1	20173
tt0107798	movie	The Pelican Brief	The Pelican Brief	0	1993	\N	141	Crime,Drama,Mystery	6.6	101318
tt0107808	movie	A Perfect World	A Perfect World	0	1993	\N	138	Crime,Drama,Thriller	7.5	91519
tt0107818	movie	Philadelphia	Philadelphia	0	1993	\N	125	Drama	7.7	268682
tt0107822	movie	The Piano	The Piano	0	1993	\N	121	Drama,Music,Romance	7.5	99267
tt0107840	movie	Poetic Justice	Poetic Justice	0	1993	\N	109	Drama,Romance	6.1	17671
tt0107843	movie	Point of No Return	Point of No Return	0	1993	\N	109	Action,Crime,Drama	6.1	31431
tt0107889	movie	The Program	The Program	0	1993	\N	112	Action,Drama,Romance	6.5	12044
tt0107920	movie	Raining Stones	Raining Stones	0	1993	\N	90	Comedy,Drama	7.3	5172
tt0107943	movie	The Remains of the Day	The Remains of the Day	0	1993	\N	134	Drama,Romance	7.8	89934
tt0107969	movie	Rising Sun	Rising Sun	0	1993	\N	129	Action,Crime,Drama	6.3	49571
tt0107977	movie	Robin Hood: Men in Tights	Robin Hood: Men in Tights	0	1993	\N	104	Adventure,Comedy,Musical	6.7	142815
tt0107983	movie	Romeo Is Bleeding	Romeo Is Bleeding	0	1993	\N	110	Crime,Drama,Romance	6.5	16045
tt0107985	movie	Rookie of the Year	Rookie of the Year	0	1993	\N	103	Comedy,Family,Fantasy	6.1	32679
tt0108002	movie	Rudy	Rudy	0	1993	\N	114	Biography,Drama,Sport	7.5	72476
tt0108037	movie	The Sandlot	The Sandlot	0	1993	\N	101	Comedy,Drama,Family	7.8	110911
tt0108052	movie	Schindler's List	Schindler's List	0	1993	\N	195	Biography,Drama,History	9.0	1541973
tt0108065	movie	Searching for Bobby Fischer	Searching for Bobby Fischer	0	1993	\N	109	Biography,Drama,Sport	7.4	44261
tt0108071	movie	The Secret Garden	The Secret Garden	0	1993	\N	101	Drama,Family,Fantasy	7.3	47255
tt0108101	movie	Shadowlands	Shadowlands	0	1993	\N	131	Biography,Drama,Romance	7.3	21199
tt0108122	movie	Short Cuts	Short Cuts	0	1993	\N	188	Comedy,Drama	7.6	49051
tt0108148	movie	Iron Monkey	Siu nin Wong Fei Hung chi: Tit ma lau	0	1993	\N	85	Action,Crime,Drama	7.4	17835
tt0108149	movie	Six Degrees of Separation	Six Degrees of Separation	0	1993	\N	112	Comedy,Drama,Mystery	6.8	23774
tt0108160	movie	Sleepless in Seattle	Sleepless in Seattle	0	1993	\N	105	Comedy,Drama,Romance	6.8	200718
tt0108171	movie	Sniper	Sniper	0	1993	\N	98	Action,Thriller,War	6.1	26471
tt0108174	movie	So I Married an Axe Murderer	So I Married an Axe Murderer	0	1993	\N	93	Comedy,Romance	6.5	44739
tt0108185	movie	Sommersby	Sommersby	0	1993	\N	114	Drama,Mystery,Romance	6.3	24157
tt0108188	movie	Sonatine	Sonachine	0	1993	\N	94	Action,Comedy,Crime	7.5	24617
tt0108211	movie	Stalingrad	Stalingrad	0	1993	\N	134	Drama,War	7.5	39433
tt0108252	movie	Sune's Summer	Sunes sommar	0	1993	\N	83	Comedy,Family	7.0	5446
tt0108265	movie	Swing Kids	Swing Kids	0	1993	\N	112	Drama,Music	6.8	18030
tt0108281	movie	Tai Chi Master	Tai gik Cheung Sam Fung	0	1993	\N	96	Action,Comedy,Drama	7.2	11386
tt0108289	movie	Flirting Scholar	Tong Pak Foo dim Chau Heung	0	1993	\N	102	Comedy,Romance	7.6	6757
tt0108327	movie	The Thing Called Love	The Thing Called Love	0	1993	\N	116	Comedy,Drama,Music	6.4	9166
tt0108330	movie	This Boy's Life	This Boy's Life	0	1993	\N	115	Biography,Drama	7.3	60995
tt0108333	movie	The Three Musketeers	The Three Musketeers	0	1993	\N	105	Action,Adventure,Romance	6.4	62394
tt0108358	movie	Tombstone	Tombstone	0	1993	\N	130	Biography,Drama,History	7.8	185141
tt0108394	movie	Three Colors: Blue	Trois couleurs: Bleu	0	1993	\N	98	Drama,Music,Mystery	7.8	116192
tt0108399	movie	True Romance	True Romance	0	1993	\N	119	Crime,Drama,Romance	7.9	254983
tt0108442	movie	Undercover Blues	Undercover Blues	0	1993	\N	90	Comedy,Crime	6.1	10433
tt0108451	movie	Untamed Heart	Untamed Heart	0	1993	\N	102	Drama,Romance	6.8	16597
tt0108473	movie	The Vanishing	The Vanishing	0	1993	\N	109	Drama,Horror,Mystery	6.3	29544
tt0108500	movie	The Visitors	Les visiteurs	0	1993	\N	107	Comedy,Fantasy	7.0	39973
tt0108504	movie	For a Lost Soldier	Voor een verloren soldaat	0	1992	\N	92	Drama,Romance,War	7.5	5103
tt0108525	movie	Wayne's World 2	Wayne's World 2	0	1993	\N	95	Comedy,Music	6.2	90837
tt0108526	movie	We're Back! A Dinosaur's Story	We're Back! A Dinosaur's Story	0	1993	\N	72	Adventure,Animation,Comedy	6.0	16824
tt0108550	movie	What's Eating Gilbert Grape	What's Eating Gilbert Grape	0	1993	\N	118	Drama	7.7	263885
tt0108551	movie	What's Love Got to Do with It	What's Love Got to Do with It	0	1993	\N	118	Biography,Drama,Music	7.4	26172
tt0108592	movie	Once Upon a Time in China III	Wong Fei Hung III: Si wong jaang ba	0	1992	\N	125	Action,Adventure,Biography	6.7	8049
tt0108656	movie	Crime Story	Jung on zo	0	1993	\N	103	Action,Crime,Drama	6.7	8029
tt0109020	movie	71 Fragments of a Chronology of Chance	71 Fragmente einer Chronologie des Zufalls	0	1994	\N	100	Crime,Drama	7.1	9356
tt0109021	movie	8 Seconds	8 Seconds	0	1994	\N	105	Biography,Drama,Sport	6.6	6158
tt0109035	movie	Above the Rim	Above the Rim	0	1994	\N	96	Crime,Drama,Sport	6.6	17869
tt0109040	movie	Ace Ventura: Pet Detective	Ace Ventura: Pet Detective	0	1994	\N	86	Comedy	6.9	343460
tt0109045	movie	The Adventures of Priscilla, Queen of the Desert	The Adventures of Priscilla, Queen of the Desert	0	1994	\N	104	Comedy,Music	7.5	59564
tt0109066	movie	Vive L'Amour	Ai qing wan sui	0	1994	\N	118	Drama,Romance	7.3	5282
tt0109068	movie	Airheads	Airheads	0	1994	\N	92	Comedy,Crime,Music	6.2	58639
tt0109093	movie	Amateur	Amateur	0	1994	\N	105	Comedy,Crime,Drama	6.7	7325
tt0109117	movie	Andaz Apna Apna	Andaz Apna Apna	0	1994	\N	160	Action,Comedy,Romance	8.0	57124
tt0109127	movie	Angels in the Outfield	Angels in the Outfield	0	1994	\N	102	Comedy,Drama,Family	6.2	36731
tt0109134	movie	Anjaam	Anjaam	0	1994	\N	170	Crime,Drama,Thriller	6.6	7663
tt0109190	movie	Baby's Day Out	Baby's Day Out	0	1994	\N	99	Adventure,Comedy,Crime	6.2	58860
tt0109206	movie	Bandit Queen	Bandit Queen	0	1994	\N	119	Biography,Crime,Drama	7.5	5677
tt0109219	movie	Barcelona	Barcelona	0	1994	\N	101	Comedy,Drama,Romance	7.0	6931
tt0109255	movie	Maybe... Maybe Not	Der bewegte Mann	0	1994	\N	93	Comedy	6.5	6562
tt0109279	movie	Black Beauty	Black Beauty	0	1994	\N	88	Adventure,Drama,Family	6.6	11128
tt0109297	movie	Blink	Blink	0	1994	\N	106	Crime,Drama,Mystery	6.2	9552
tt0109303	movie	Blown Away	Blown Away	0	1994	\N	121	Action,Crime,Drama	6.2	35832
tt0109305	movie	Blue Chips	Blue Chips	0	1994	\N	108	Drama,Sport	6.3	15960
tt0109306	movie	Blue Sky	Blue Sky	0	1994	\N	101	Drama,Romance	6.4	8710
tt0109327	movie	Brainscan	Brainscan	0	1994	\N	96	Horror,Sci-Fi	6.0	13863
tt0109348	movie	Bullets Over Broadway	Bullets Over Broadway	0	1994	\N	98	Comedy,Crime	7.4	43516
tt0109369	movie	Camp Nowhere	Camp Nowhere	0	1994	\N	96	Adventure,Comedy,Family	6.1	11272
tt0109382	movie	Dear Diary	Caro diario	0	1993	\N	100	Biography,Comedy,Drama	7.2	9789
tt0109417	movie	China Moon	China Moon	0	1994	\N	99	Crime,Drama,Mystery	6.3	8467
tt0109424	movie	Chungking Express	Chung Hing sam lam	0	1994	\N	102	Comedy,Crime,Drama	7.9	105974
tt0109440	movie	Fear City: A Family-Style Comedy	La cité de la peur	0	1994	\N	100	Comedy,Horror	7.5	11145
tt0109444	movie	Clear and Present Danger	Clear and Present Danger	0	1994	\N	141	Action,Crime,Drama	6.9	113582
tt0109445	movie	Clerks	Clerks	0	1994	\N	92	Comedy	7.7	237858
tt0109446	movie	The Client	The Client	0	1994	\N	119	Crime,Drama,Mystery	6.7	78745
tt0109450	movie	Cobb	Cobb	0	1994	\N	128	Biography,Drama,Sport	6.4	8407
tt0109484	movie	Corrina, Corrina	Corrina, Corrina	0	1994	\N	115	Comedy,Drama,Romance	6.6	14836
tt0109504	movie	Crooklyn	Crooklyn	0	1994	\N	115	Comedy,Drama	7.0	11965
tt0109506	movie	The Crow	The Crow	0	1994	\N	102	Action,Crime,Drama	7.5	225286
tt0109508	movie	Crumb	Crumb	0	1994	\N	119	Biography,Comedy,Documentary	8.0	22572
tt0109520	movie	D2: The Mighty Ducks	D2: The Mighty Ducks	0	1994	\N	106	Comedy,Drama,Family	6.1	44788
tt0109555	movie	Darr	Darr	0	1993	\N	178	Action,Drama,Romance	7.6	26560
tt0109579	movie	Death and the Maiden	Death and the Maiden	0	1994	\N	103	Drama,Mystery,Thriller	7.2	28280
tt0109592	movie	Cemetery Man	Dellamorte dellamore	0	1994	\N	103	Comedy,Horror	7.0	25382
tt0109635	movie	Disclosure	Disclosure	0	1994	\N	128	Drama,Thriller	6.2	56965
tt0109642	movie	Dolores Claiborne	Dolores Claiborne	0	1995	\N	132	Crime,Drama,Mystery	7.4	51439
tt0109665	movie	Dream Lover	Dream Lover	0	1994	\N	103	Drama,Mystery,Thriller	6.2	6898
tt0109686	movie	Dumb and Dumber	Dumb and Dumber	0	1994	\N	107	Comedy	7.3	433146
tt0109688	movie	Ashes of Time	Dung che sai duk	0	1994	\N	93	Action,Drama	7.0	17860
tt0109707	movie	Ed Wood	Ed Wood	0	1994	\N	127	Biography,Comedy,Drama	7.8	189195
tt0109731	movie	Hell	L'enfer	0	1994	\N	102	Crime,Drama,Thriller	7.0	6964
tt0109759	movie	Exotica	Exotica	0	1994	\N	103	Drama	7.0	22000
tt0109771	movie	Farinelli	Farinelli	0	1994	\N	111	Biography,Drama,History	6.8	7697
tt0109791	movie	Felidae	Felidae	0	1994	\N	82	Animation,Drama,Mystery	7.0	5464
tt0109830	movie	Forrest Gump	Forrest Gump	0	1994	\N	142	Drama,Romance	8.8	2412474
tt0109831	movie	Four Weddings and a Funeral	Four Weddings and a Funeral	0	1994	\N	117	Comedy,Drama,Romance	7.1	175968
tt0109836	movie	Frankenstein	Mary Shelley's Frankenstein	0	1994	\N	123	Drama,Horror,Romance	6.3	61421
tt0109838	movie	Freaked	Freaked	0	1993	\N	80	Comedy,Sci-Fi	6.4	8908
tt0109842	movie	Fresh	Fresh	0	1994	\N	114	Crime,Drama,Thriller	7.5	15714
tt0109936	movie	Greedy	Greedy	0	1994	\N	113	Comedy	6.3	16544
tt0109951	movie	Guarding Tess	Guarding Tess	0	1994	\N	96	Comedy,Drama	6.2	20356
tt0109962	movie	From Beijing with Love	Gwok chaan Ling Ling Chat	0	1994	\N	84	Action,Comedy,Thriller	7.1	8538
tt0110005	movie	Heavenly Creatures	Heavenly Creatures	0	1994	\N	99	Biography,Crime,Drama	7.2	69761
tt0110006	movie	Heavyweights	Heavyweights	0	1995	\N	97	Comedy,Drama,Family	6.6	32441
tt0110008	movie	Pom Poko	Heisei tanuki gassen ponpoko	0	1994	\N	119	Animation,Comedy,Drama	7.2	37457
tt0110054	movie	The New Legend of Shaolin	Hung Hei Kwun: Siu Lam ng zou	0	1994	\N	95	Action,Adventure,Comedy	6.3	6357
tt0110057	movie	Hoop Dreams	Hoop Dreams	0	1994	\N	170	Documentary,Drama,Sport	8.3	29083
tt0110074	movie	The Hudsucker Proxy	The Hudsucker Proxy	0	1994	\N	111	Comedy,Drama,Fantasy	7.2	88794
tt0110076	movie	Hum Aapke Hain Koun..!	Hum Aapke Hain Koun..!	0	1994	\N	206	Comedy,Drama,Musical	7.5	23741
tt0110081	movie	To Live	Huo zhe	0	1994	\N	133	Drama,War	8.3	21712
tt0110099	movie	I.Q.	I.Q.	0	1994	\N	100	Comedy,Romance	6.2	27258
tt0110116	movie	Immortal Beloved	Immortal Beloved	0	1994	\N	121	Biography,Drama,Music	7.4	27130
tt0110148	movie	Interview with the Vampire	Interview with the Vampire: The Vampire Chronicles	0	1994	\N	123	Drama,Fantasy,Horror	7.5	366634
tt0110157	movie	Iron Will	Iron Will	0	1994	\N	108	Adventure,Family	6.6	9880
tt0110167	movie	It Could Happen to You	It Could Happen to You	0	1994	\N	101	Comedy,Drama,Romance	6.4	47177
tt0110200	movie	Fist of Legend	Jing wu ying xiong	0	1994	\N	103	Action,Drama	7.5	26111
tt0110201	movie	Hail the Judge	Gau ban ji ma goon: Bak min Bau Ching Tin	0	1994	\N	106	Comedy	7.5	5141
tt0110213	movie	The Jungle Book	The Jungle Book	0	1994	\N	111	Adventure,Family,Fantasy	6.1	19770
tt0110222	movie	Kabhi Haan Kabhi Naa	Kabhi Haan Kabhi Naa	0	1994	\N	158	Comedy,Drama,Music	7.6	20106
tt0110265	movie	Killing Zoe	Killing Zoe	0	1993	\N	96	Crime,Drama,Thriller	6.4	22163
tt0110308	movie	The Last Seduction	The Last Seduction	0	1994	\N	110	Crime,Drama,Romance	7.0	27670
tt0110322	movie	Legends of the Fall	Legends of the Fall	0	1994	\N	133	Drama,Romance,War	7.5	193762
tt0110357	movie	The Lion King	The Lion King	0	1994	\N	88	Adventure,Animation,Drama	8.5	1218870
tt0110361	movie	Lisbon Story	Lisbon Story	0	1994	\N	100	Drama,Music	7.1	5760
tt0110363	movie	Little Big League	Little Big League	0	1994	\N	119	Comedy,Family,Sport	6.2	12154
tt0110364	movie	Little Giants	Little Giants	0	1994	\N	107	Comedy,Family,Sport	6.5	32372
tt0110365	movie	Little Odessa	Little Odessa	0	1994	\N	98	Crime,Drama	6.7	9683
tt0110366	movie	The Little Rascals	The Little Rascals	0	1994	\N	82	Comedy,Family,Romance	6.3	59814
tt0110367	movie	Little Women	Little Women	0	1994	\N	115	Drama,Family,Romance	7.3	66804
tt0110391	movie	Love Affair	Love Affair	0	1994	\N	108	Comedy,Drama,Romance	6.0	5296
tt0110395	movie	Love and a .45	Love and a .45	0	1994	\N	101	Crime,Romance,Thriller	6.0	5083
tt0110413	movie	Léon: The Professional	Léon	0	1994	\N	110	Action,Crime,Drama	8.5	1316483
tt0110428	movie	The Madness of King George	The Madness of King George	0	1994	\N	110	Biography,Comedy,Drama	7.2	19605
tt0110438	movie	Main Khiladi Tu Anari	Main Khiladi Tu Anari	0	1994	\N	175	Action,Comedy,Drama	6.5	6821
tt0110443	movie	Major Payne	Major Payne	0	1995	\N	95	Adventure,Comedy,Family	6.3	41740
tt0110475	movie	The Mask	The Mask	0	1994	\N	101	Comedy,Crime,Fantasy	7.0	453583
tt0110478	movie	Maverick	Maverick	0	1994	\N	127	Action,Adventure,Comedy	7.0	123849
tt0110527	movie	Miracle on 34th Street	Miracle on 34th Street	0	1994	\N	114	Drama,Family,Fantasy	6.6	47533
tt0110546	movie	Mohra	Mohra	0	1994	\N	177	Action,Drama,Thriller	7.0	9049
tt0110570	movie	The Monster	Il mostro	0	1994	\N	112	Comedy,Crime,Mystery	7.3	12031
tt0110588	movie	Mrs. Parker and the Vicious Circle	Mrs. Parker and the Vicious Circle	0	1994	\N	125	Biography,Drama	6.4	5030
tt0110598	movie	Muriel's Wedding	Muriel's Wedding	0	1994	\N	106	Comedy,Drama	7.2	44170
tt0110604	movie	Mute Witness	Mute Witness	0	1995	\N	95	Crime,Horror,Thriller	6.7	7764
tt0110622	movie	Naked Gun 33 1/3: The Final Insult	Naked Gun 33 1/3: The Final Insult	0	1994	\N	83	Comedy,Crime	6.5	121826
tt0110631	movie	Nightwatch	Nattevagten	0	1994	\N	107	Thriller	7.2	19830
tt0110632	movie	Natural Born Killers	Natural Born Killers	0	1994	\N	119	Crime,Romance	7.2	262506
tt0110638	movie	Nell	Nell	0	1994	\N	112	Drama	6.5	31944
tt0110678	movie	No Escape	No Escape	0	1994	\N	118	Action,Drama,Sci-Fi	6.1	23813
tt0110684	movie	Nobody's Fool	Nobody's Fool	0	1994	\N	110	Comedy,Drama	7.3	23924
tt0110729	movie	Once Were Warriors	Once Were Warriors	0	1994	\N	102	Crime,Drama	7.9	38492
tt0110737	movie	Only You	Only You	0	1994	\N	109	Comedy,Romance	6.5	28007
tt0110759	movie	PCU	PCU	0	1994	\N	79	Comedy	6.6	15153
tt0110763	movie	The Pagemaster	The Pagemaster	0	1994	\N	80	Adventure,Animation,Comedy	6.2	26953
tt0110771	movie	The Paper	The Paper	0	1994	\N	112	Comedy,Drama	6.7	16824
tt0110823	movie	Phantasm III: Lord of the Dead	Phantasm III: Lord of the Dead	0	1994	\N	91	Action,Fantasy,Horror	6.0	11204
tt0110877	movie	The Postman	Il postino	0	1994	\N	108	Biography,Comedy,Drama	7.8	40618
tt0110882	movie	Before the Rain	Pred dozhdot	0	1994	\N	113	Drama,Romance,War	7.8	16446
tt0110889	movie	Priest	Priest	0	1994	\N	98	Drama,Romance	7.1	11508
tt0110912	movie	Pulp Fiction	Pulp Fiction	0	1994	\N	154	Crime,Drama	8.8	2363405
tt0110917	movie	A Pure Formality	Una pura formalità	0	1994	\N	108	Crime,Drama,Thriller	7.5	13251
tt0110932	movie	Quiz Show	Quiz Show	0	1994	\N	133	Biography,Drama,History	7.5	75943
tt0110944	movie	Rapa Nui	Rapa Nui	0	1994	\N	107	Action,Adventure,Drama	6.4	5608
tt0110950	movie	Reality Bites	Reality Bites	0	1994	\N	99	Comedy,Drama,Romance	6.6	56233
tt0110955	movie	The Ref	The Ref	0	1994	\N	97	Comedy,Crime,Drama	6.9	27794
tt0110963	movie	Queen Margot	La reine Margot	0	1994	\N	161	Biography,Drama,History	7.4	19861
tt0110971	movie	Renaissance Man	Renaissance Man	0	1994	\N	128	Comedy,Drama	6.2	19826
tt0110997	movie	The River Wild	The River Wild	0	1994	\N	111	Adventure,Crime,Thriller	6.5	52977
tt0111019	movie	Wild Reeds	Les roseaux sauvages	0	1994	\N	110	Drama,Romance	7.3	7069
tt0111068	movie	Sangharsh	Sangharsh	0	1999	\N	127	Action,Crime,Drama	6.7	6057
tt0111070	movie	The Santa Clause	The Santa Clause	0	1994	\N	97	Comedy,Drama,Family	6.6	141506
tt0111112	movie	The Secret of Roan Inish	The Secret of Roan Inish	0	1994	\N	103	Drama,Family,Fantasy	7.4	10432
tt0111127	movie	Serial Mom	Serial Mom	0	1994	\N	95	Comedy,Crime,Thriller	6.8	36885
tt0111143	movie	The Shadow	The Shadow	0	1994	\N	108	Action,Adventure,Crime	6.1	28436
tt0111149	movie	Shallow Grave	Shallow Grave	0	1994	\N	89	Crime,Drama,Thriller	7.2	69401
tt0111161	movie	The Shawshank Redemption	The Shawshank Redemption	0	1994	\N	142	Drama	9.3	3089031
tt0111194	movie	A Simple Twist of Fate	A Simple Twist of Fate	0	1994	\N	106	Comedy,Drama	6.3	6493
tt0111252	movie	Spanking the Monkey	Spanking the Monkey	0	1994	\N	100	Comedy,Drama	6.3	6975
tt0111257	movie	Speed	Speed	0	1994	\N	116	Action,Adventure,Thriller	7.3	413048
tt0111280	movie	Star Trek: Generations	Star Trek: Generations	0	1994	\N	118	Action,Adventure,Mystery	6.6	89782
tt0111282	movie	Stargate	Stargate	0	1994	\N	121	Action,Adventure,Sci-Fi	7.0	214725
tt0111293	movie	The Stöned Age	The Stöned Age	0	1994	\N	90	Comedy,Music	6.2	5611
tt0111309	movie	The Sum of Us	The Sum of Us	0	1994	\N	100	Comedy,Drama	7.3	6096
