tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres	averageRating	numVotes
tt0035423	movie	Kate & Leopold	Kate & Leopold	0	2001	\N	118	Comedy,Fantasy,Romance	6.4	92409
tt0064106	movie	The Butcher	Le boucher	0	1970	\N	93	Drama,Mystery,Thriller	7.3	9888
tt0064165	movie	The Things of Life	Les choses de la vie	0	1970	\N	89	Drama,Romance	7.4	6005
tt0064177	movie	Colossus: The Forbin Project	Colossus: The Forbin Project	0	1970	\N	100	Sci-Fi,Thriller	7.1	10967
tt0064285	movie	The Wild Child	L'enfant sauvage	0	1970	\N	83	Biography,Drama,History	7.4	9320
tt0064437	movie	The Honeymoon Killers	The Honeymoon Killers	0	1970	\N	107	Crime,Drama,Romance	6.9	6284
tt0064451	movie	A Touch of Zen	Xia nü	0	1971	\N	200	Action,Adventure,Drama	7.5	7916
tt0065073	movie	Taste the Blood of Dracula	Taste the Blood of Dracula	0	1970	\N	91	Drama,Fantasy,Horror	6.3	7370
tt0065134	movie	Two Mules for Sister Sara	Two Mules for Sister Sara	0	1970	\N	116	Adventure,Drama,Romance	7.0	32747
tt0065143	movie	The Bird with the Crystal Plumage	L'uccello dalle piume di cristallo	0	1970	\N	96	Drama,Horror,Mystery	7.1	26109
tt0065377	movie	Airport	Airport	0	1970	\N	137	Action,Drama,Thriller	6.6	23663
tt0065421	movie	The Aristocats	The AristoCats	0	1970	\N	78	Adventure,Animation,Comedy	7.1	121542
tt0065436	movie	Even Dwarfs Started Small	Auch Zwerge haben klein angefangen	0	1970	\N	96	Comedy,Drama	6.7	6548
tt0065439	movie	The Confession	L'aveu	0	1970	\N	139	Drama,Thriller	7.8	5155
tt0065446	movie	The Ballad of Cable Hogue	The Ballad of Cable Hogue	0	1970	\N	121	Comedy,Drama,Romance	7.2	11113
tt0065462	movie	Beneath the Planet of the Apes	Beneath the Planet of the Apes	0	1970	\N	95	Action,Adventure,Sci-Fi	6.0	56430
tt0065466	movie	Beyond the Valley of the Dolls	Beyond the Valley of the Dolls	0	1970	\N	109	Comedy,Drama,Music	6.1	12680
tt0065486	movie	Borsalino	Borsalino	0	1970	\N	125	Crime,Drama	6.8	5459
tt0065488	movie	The Boys in the Band	The Boys in the Band	0	1970	\N	120	Drama	7.6	6301
tt0065492	movie	Brewster McCloud	Brewster McCloud	0	1970	\N	105	Comedy,Crime,Fantasy	6.8	6114
tt0065528	movie	Catch-22	Catch-22	0	1970	\N	122	Comedy,Drama,War	7.1	27747
tt0065531	movie	Le cercle rouge	Le cercle rouge	0	1970	\N	140	Crime,Drama,Thriller	7.9	30671
tt0065542	movie	The Cheyenne Social Club	The Cheyenne Social Club	0	1970	\N	103	Comedy,Western	6.8	5354
tt0065547	movie	Chisum	Chisum	0	1970	\N	111	Biography,Drama,Western	6.8	11607
tt0065571	movie	The Conformist	Il conformista	0	1970	\N	113	Drama	7.9	37637
tt0065593	movie	Cromwell	Cromwell	0	1970	\N	139	Biography,Drama,History	7.0	7656
tt0065622	movie	The Decameron	Il Decameron	0	1971	\N	111	Comedy,Drama,History	7.0	13240
tt0065649	movie	Dodes'ka-den	Dodesukaden	0	1970	\N	140	Drama	7.3	8088
tt0065651	movie	Bed & Board	Domicile conjugal	0	1970	\N	97	Comedy,Drama,Romance	7.4	11226
tt0065670	movie	Twelve Chairs	12 stulev	0	1971	\N	153	Adventure,Comedy,Crime	8.2	7781
tt0065724	movie	Five Easy Pieces	Five Easy Pieces	0	1970	\N	98	Drama	7.4	43126
tt0065761	movie	The Cat o' Nine Tails	Il gatto a nove code	0	1971	\N	112	Horror,Mystery,Thriller	6.6	13846
tt0065769	movie	The Gendarme Takes Off	Le gendarme en balade	0	1970	\N	107	Comedy,Crime	6.5	7899
tt0065772	movie	Claire's Knee	Le genou de Claire	0	1970	\N	105	Drama,Romance	7.5	13253
tt0065777	movie	The Garden of the Finzi-Continis	Il giardino dei Finzi Contini	0	1970	\N	94	Drama,History,War	7.2	8211
tt0065780	movie	Gimme Shelter	Gimme Shelter	0	1970	\N	91	Documentary,Music,Thriller	7.8	13517
tt0065836	movie	Hi, Mom!	Hi, Mom!	0	1970	\N	87	Comedy,Drama	6.1	6533
tt0065854	movie	The House That Dripped Blood	The House That Dripped Blood	0	1971	\N	102	Drama,Fantasy,Horror	6.5	8334
tt0065867	movie	Husbands	Husbands	0	1970	\N	154	Comedy,Drama	7.1	7882
tt0065889	movie	Investigation of a Citizen Above Suspicion	Indagine su un cittadino al di sopra di ogni sospetto	0	1970	\N	115	Crime,Drama	8.0	14540
tt0065938	movie	Kelly's Heroes	Kelly's Heroes	0	1970	\N	144	Adventure,Comedy,War	7.6	56953
tt0065955	movie	A Love Story	En kärlekshistoria	0	1970	\N	115	Drama,Romance	7.3	8041
tt0065976	movie	Let It Be	Let It Be	0	1970	\N	81	Documentary,Music	7.6	8407
tt0065988	movie	Little Big Man	Little Big Man	0	1970	\N	139	Adventure,Drama,Western	7.5	39496
tt0066011	movie	Love Story	Love Story	0	1970	\N	100	Drama,Romance	6.9	39200
tt0066026	movie	M*A*S*H	MASH	0	1970	\N	116	Comedy,Drama,War	7.3	80951
tt0066049	movie	A Man Called Horse	A Man Called Horse	0	1970	\N	114	Adventure,Drama,Western	6.8	9910
tt0066070	movie	My Name Is Joker	Mera Naam Joker	0	1970	\N	224	Comedy,Drama,Musical	7.9	5744
tt0066078	movie	Michael the Brave	Mihai Viteazul	0	1971	\N	203	Action,Biography,Drama	8.4	6675
tt0066122	movie	Deep End	Deep End	0	1970	\N	88	Comedy,Drama,Romance	7.1	8311
tt0066193	movie	The Out of Towners	The Out of Towners	0	1970	\N	101	Comedy	7.0	9789
tt0066206	movie	Patton	Patton	0	1970	\N	172	Biography,Drama,War	7.9	112467
tt0066207	movie	Donkey Skin	Peau d'âne	0	1970	\N	91	Comedy,Fantasy,Musical	7.0	7221
tt0066214	movie	Performance	Performance	0	1970	\N	105	Crime,Drama	6.7	11882
tt0066227	movie	Pippi in the South Seas	Pippi Långstrump på de sju haven	0	1970	\N	86	Adventure,Comedy,Drama	6.9	5901
tt0066249	movie	The Private Life of Sherlock Holmes	The Private Life of Sherlock Holmes	0	1970	\N	125	Adventure,Comedy,Crime	7.0	14368
tt0066279	movie	The Railway Children	The Railway Children	0	1970	\N	109	Drama,Family	7.3	6070
tt0066301	movie	Rio Lobo	Rio Lobo	0	1970	\N	114	Drama,War,Western	6.7	14712
tt0066319	movie	Ryan's Daughter	Ryan's Daughter	0	1970	\N	200	Drama,Romance	7.4	11316
tt0066344	movie	Scrooge	Scrooge	0	1970	\N	113	Drama,Family,Fantasy	7.5	13355
tt0066390	movie	Soldier Blue	Soldier Blue	0	1970	\N	112	Drama,War,Western	6.9	6948
tt0066412	movie	The Strange Vice of Mrs. Wardh	Lo strano vizio della signora Wardh	0	1971	\N	81	Crime,Horror,Mystery	6.9	6015
tt0066434	movie	THX 1138	THX 1138	0	1971	\N	86	Drama,Sci-Fi,Thriller	6.6	56608
tt0066448	movie	There Was a Crooked Man...	There Was a Crooked Man...	0	1970	\N	126	Comedy,Western	6.8	5534
tt0066473	movie	Tora! Tora! Tora!	Tora! Tora! Tora!	0	1970	\N	144	Action,Drama,History	7.5	38935
tt0066491	movie	Tristana	Tristana	0	1970	\N	99	Drama	7.4	13537
tt0066495	movie	The Twelve Chairs	The Twelve Chairs	0	1970	\N	94	Comedy,Drama	6.4	7481
tt0066516	movie	Valerie and Her Week of Wonders	Valerie a týden divu	0	1970	\N	77	Adventure,Drama,Fantasy	7.0	12569
tt0066518	movie	The Vampire Lovers	The Vampire Lovers	0	1970	\N	91	Horror	6.4	8469
tt0066549	movie	Waterloo	Waterloo	0	1970	\N	123	Action,Biography,Drama	7.3	13807
tt0066565	movie	White Sun of the Desert	Beloe solntse pustyni	0	1970	\N	84	Action,Adventure,Comedy	7.7	8351
tt0066580	movie	Woodstock	Woodstock	0	1970	\N	184	Documentary,History,Music	8.1	19155
tt0066601	movie	Zabriskie Point	Zabriskie Point	0	1970	\N	113	Drama	6.9	17871
tt0066612	movie	Compañeros	Vamos a matar, compañeros	0	1970	\N	115	Action,Comedy,Western	7.2	5332
tt0066730	movie	10 Rillington Place	10 Rillington Place	0	1971	\N	111	Biography,Crime,Drama	7.5	10606
tt0066735	movie	Four Flies on Grey Velvet	4 mosche di velluto grigio	0	1971	\N	104	Crime,Mystery,Thriller	6.5	10716
tt0066740	movie	The Abominable Dr. Phibes	The Abominable Dr. Phibes	0	1971	\N	94	Comedy,Horror	7.0	17598
tt0066763	movie	Anand	Anand	0	1971	\N	122	Drama,Musical	8.1	36751
tt0066765	movie	Monty Python's and Now for Something Completely Different	And Now for Something Completely Different	0	1971	\N	88	Comedy	7.5	32280
tt0066767	movie	The Anderson Tapes	The Anderson Tapes	0	1971	\N	99	Action,Crime,Thriller	6.4	9668
tt0066769	movie	The Andromeda Strain	The Andromeda Strain	0	1971	\N	131	Mystery,Sci-Fi,Thriller	7.2	42789
tt0066808	movie	Bananas	Bananas	0	1971	\N	82	Comedy	6.9	39403
tt0066817	movie	Bedknobs and Broomsticks	Bedknobs and Broomsticks	0	1971	\N	117	Adventure,Animation,Comedy	7.1	42400
tt0066819	movie	The Beguiled	The Beguiled	0	1971	\N	105	Drama,Thriller,War	7.2	20395
tt0066831	movie	Big Jake	Big Jake	0	1971	\N	110	Drama,Western	7.1	15382
tt0066832	movie	Billy Jack	Billy Jack	0	1971	\N	114	Action,Drama	6.2	6933
tt0066849	movie	The Blood on Satan's Claw	The Blood on Satan's Claw	0	1971	\N	97	Horror	6.4	8528
tt0066892	movie	Carnal Knowledge	Carnal Knowledge	0	1971	\N	98	Comedy,Drama	6.9	16228
tt0066907	movie	Chato's Land	Chato's Land	0	1972	\N	100	Drama,Western	6.6	7023
tt0066921	movie	A Clockwork Orange	A Clockwork Orange	0	1971	\N	136	Crime,Sci-Fi	8.2	919085
tt0066989	movie	Two English Girls	Les deux Anglaises et le continent	0	1971	\N	130	Drama,Romance	7.2	6237
tt0066993	movie	The Devils	The Devils	0	1971	\N	111	Biography,Drama,History	7.7	20200
tt0066995	movie	Diamonds Are Forever	Diamonds Are Forever	0	1971	\N	120	Action,Adventure,Thriller	6.5	119315
tt0066999	movie	Dirty Harry	Dirty Harry	0	1971	\N	102	Action,Crime,Thriller	7.7	176990
tt0067065	movie	Escape from the Planet of the Apes	Escape from the Planet of the Apes	0	1971	\N	98	Action,Sci-Fi	6.3	43579
tt0067093	movie	Fiddler on the Roof	Fiddler on the Roof	0	1971	\N	181	Drama,Family,Musical	8.0	50649
tt0067108	movie	Delusions of Grandeur	La folie des grandeurs	0	1971	\N	85	Adventure,Comedy,History	7.2	8542
tt0067116	movie	The French Connection	The French Connection	0	1971	\N	104	Action,Crime,Drama	7.7	146563
tt0067128	movie	Get Carter	Get Carter	0	1971	\N	112	Crime,Thriller	7.3	38825
tt0067140	movie	Duck, You Sucker!	Giù la testa	0	1971	\N	138	Drama,War,Western	7.5	40038
tt0067144	movie	The Go-Between	The Go-Between	0	1971	\N	116	Drama,Romance	7.2	6940
tt0067148	movie	Godzilla vs. Hedorah	Gojira tai Hedora	0	1971	\N	85	Animation,Family,Sci-Fi	6.1	7330
tt0067185	movie	Harold and Maude	Harold and Maude	0	1971	\N	91	Comedy,Drama,Romance	7.8	84631
tt0067217	movie	The Hospital	The Hospital	0	1971	\N	103	Comedy,Drama,Mystery	7.1	7880
tt0067227	movie	The Merchant of Four Seasons	Händler der vier Jahreszeiten	0	1972	\N	88	Drama	7.3	5549
tt0067277	movie	Johnny Got His Gun	Johnny Got His Gun	0	1971	\N	111	Drama,War	7.8	19392
tt0067309	movie	Klute	Klute	0	1971	\N	114	Crime,Mystery,Thriller	7.1	32411
tt0067328	movie	The Last Picture Show	The Last Picture Show	0	1971	\N	118	Drama,Romance	8.0	55603
tt0067333	movie	Lawman	Lawman	0	1971	\N	99	Adventure,Drama,Western	7.0	6646
tt0067334	movie	Le Mans	Le Mans	0	1971	\N	106	Action,Adventure,Drama	6.7	12807
tt0067341	movie	Let's Scare Jessica to Death	Let's Scare Jessica to Death	0	1971	\N	89	Drama,Horror,Mystery	6.4	9966
tt0067355	movie	They Call Me Trinity	Lo chiamavano Trinità...	0	1970	\N	115	Comedy,Western	7.4	27063
tt0067361	movie	A Lizard in a Woman's Skin	Una lucertola con la pelle di donna	0	1971	\N	95	Drama,Mystery,Thriller	6.8	6262
tt0067372	movie	Macbeth	The Tragedy of Macbeth	0	1971	\N	140	Drama,History	7.4	15693
tt0067402	movie	Mary, Queen of Scots	Mary, Queen of Scots	0	1971	\N	128	Biography,Drama,History	7.1	5121
tt0067411	movie	McCabe & Mrs. Miller	McCabe & Mrs. Miller	0	1971	\N	120	Drama,Western	7.6	29454
tt0067429	movie	Caliber 9	Milano calibro 9	0	1972	\N	88	Action,Crime,Drama	7.4	5272
tt0067433	movie	Minnie and Moskowitz	Minnie and Moskowitz	0	1971	\N	114	Comedy,Drama,Romance	7.2	5683
tt0067445	movie	Death in Venice	Morte a Venezia	0	1971	\N	130	Drama,Romance	7.3	24167
tt0067482	movie	A New Leaf	A New Leaf	0	1971	\N	102	Comedy,Romance	7.3	8332
tt0067483	movie	Nicholas and Alexandra	Nicholas and Alexandra	0	1971	\N	183	Biography,Drama,History	7.2	5979
tt0067500	movie	Tombs of the Blind Dead	La noche del terror ciego	0	1972	\N	101	Horror	6.1	6823
tt0067525	movie	The Omega Man	The Omega Man	0	1971	\N	98	Action,Drama,Sci-Fi	6.4	35479
tt0067541	movie	Wake in Fright	Wake in Fright	0	1971	\N	109	Drama,Thriller	7.5	15538
tt0067549	movie	The Panic in Needle Park	The Panic in Needle Park	0	1971	\N	110	Drama	7.1	21729
tt0067588	movie	Play Misty for Me	Play Misty for Me	0	1971	\N	102	Drama,Thriller	6.9	34059
tt0067633	movie	Punishment Park	Punishment Park	0	1971	\N	91	Drama,Thriller	7.7	8051
tt0067647	movie	The Canterbury Tales	I racconti di Canterbury	0	1972	\N	111	Comedy,Drama,History	6.3	8824
tt0067656	movie	A Bay of Blood	Ecologia del delitto	0	1971	\N	84	Horror,Mystery,Thriller	6.5	13979
tt0067690	movie	Daughters of Darkness	Les lèvres rouges	0	1971	\N	87	Horror	6.5	7627
tt0067713	movie	Scars of Dracula	Scars of Dracula	0	1970	\N	95	Horror	6.0	6953
tt0067741	movie	Shaft	Shaft	0	1971	\N	100	Action,Crime,Thriller	6.6	22311
tt0067756	movie	Silent Running	Silent Running	0	1972	\N	89	Drama,Sci-Fi	6.6	32955
tt0067770	movie	Red Sun	Soleil rouge	0	1971	\N	112	Action,Drama,Western	6.8	12015
tt0067778	movie	Murmur of the Heart	Le souffle au coeur	0	1971	\N	118	Comedy,Drama	7.5	11364
tt0067800	movie	Straw Dogs	Straw Dogs	0	1971	\N	113	Crime,Drama,Thriller	7.4	67030
tt0067803	movie	Summer of '42	Summer of '42	0	1971	\N	104	Drama,Romance	7.2	9751
tt0067805	movie	Sunday Bloody Sunday	Sunday Bloody Sunday	0	1971	\N	110	Drama	6.9	7641
tt0067809	movie	Support Your Local Gunfighter	Support Your Local Gunfighter	0	1971	\N	91	Comedy,Romance,Western	6.8	6997
tt0067820	movie	Taking Off	Taking Off	0	1971	\N	93	Comedy,Drama,Music	7.3	5158
tt0067824	movie	The Big Boss	Tang shan da xiong	0	1971	\N	99	Action,Crime,Drama	6.9	31089
tt0067866	movie	El Topo	El Topo	0	1970	\N	125	Drama,Western	7.2	32726
tt0067893	movie	Two-Lane Blacktop	Two-Lane Blacktop	0	1971	\N	102	Drama	7.2	14123
tt0067900	movie	A Cop	Un flic	0	1972	\N	98	Crime,Thriller	7.0	11802
tt0067919	movie	The Emigrants	Utvandrarna	0	1971	\N	151	Drama,History	8.0	8013
tt0067924	movie	Vampire Circus	Vampire Circus	0	1972	\N	84	Horror	6.3	5315
tt0067927	movie	Vanishing Point	Vanishing Point	0	1971	\N	99	Action,Crime,Thriller	7.2	31848
tt0067958	movie	WR: Mysteries of the Organism	W.R. - Misterije organizma	0	1971	\N	84	Comedy,Drama,Fantasy	6.6	5685
tt0067959	movie	Walkabout	Walkabout	0	1971	\N	100	Adventure,Drama	7.6	28923
tt0067961	movie	Wanda	Wanda	0	1970	\N	102	Crime,Drama	7.1	6506
tt0067991	movie	Willard	Willard	0	1971	\N	95	Horror	6.2	6178
tt0067992	movie	Willy Wonka & the Chocolate Factory	Willy Wonka & the Chocolate Factory	0	1971	\N	100	Adventure,Comedy,Family	7.8	239178
tt0068154	movie	Trinity Is Still My Name	... continuavano a chiamarlo Trinità	0	1971	\N	117	Comedy,Western	7.2	18566
tt0068156	movie	1776	1776	0	1972	\N	141	Drama,Family,History	7.6	10968
tt0068161	movie	The Dawns Here Are Quiet	...A zori zdes tikhie	0	1972	\N	188	Drama,History,War	8.0	5112
tt0068168	movie	Across 110th Street	Across 110th Street	0	1972	\N	102	Action,Crime,Drama	7.0	8010
tt0068182	movie	Aguirre, the Wrath of God	Aguirre, der Zorn Gottes	0	1972	\N	95	Action,Adventure,Biography	7.8	65966
tt0068205	movie	Love in the Afternoon	L'amour l'après-midi	0	1972	\N	97	Comedy,Drama,Romance	7.6	10029
tt0068230	movie	Asylum	Asylum	0	1972	\N	88	Horror	6.5	8788
tt0068240	movie	Avanti!	Avanti!	0	1972	\N	144	Comedy,Romance	7.2	12607
tt0068278	movie	The Bitter Tears of Petra von Kant	Die bitteren Tränen der Petra von Kant	0	1972	\N	124	Drama,Romance	7.5	12008
tt0068309	movie	Boxcar Bertha	Boxcar Bertha	0	1972	\N	88	Crime,Drama,Romance	6.0	11856
tt0068326	movie	Butterflies Are Free	Butterflies Are Free	0	1972	\N	109	Comedy,Drama,Music	7.2	6249
tt0068327	movie	Cabaret	Cabaret	0	1972	\N	124	Drama,Music,Musical	7.8	62970
tt0068334	movie	The Candidate	The Candidate	0	1972	\N	110	Comedy,Drama	7.0	12621
tt0068361	movie	The Discreet Charm of the Bourgeoisie	Le charme discret de la bourgeoisie	0	1972	\N	102	Comedy,Drama,Fantasy	7.7	49486
tt0068408	movie	Conquest of the Planet of the Apes	Conquest of the Planet of the Apes	0	1972	\N	88	Action,Sci-Fi	6.1	39592
tt0068416	movie	What Have You Done to Solange?	Cosa avete fatto a Solange?	0	1972	\N	107	Horror,Mystery,Thriller	6.9	6320
tt0068421	movie	The Cowboys	The Cowboys	0	1972	\N	134	Adventure,Drama,Western	7.4	16835
tt0068457	movie	Dead of Night	Dead of Night	0	1974	\N	88	Drama,Horror,Thriller	6.6	6628
tt0068473	movie	Deliverance	Deliverance	0	1972	\N	109	Adventure,Drama,Thriller	7.6	125881
tt0068503	movie	Dr. Phibes Rises Again	Dr. Phibes Rises Again	0	1972	\N	89	Comedy,Horror	6.3	7648
tt0068519	movie	Gentlemen of Fortune	Dzhentlmeny udachi	0	1971	\N	88	Comedy,Crime,Drama	8.3	13760
tt0068555	movie	Everything You Always Wanted to Know About Sex * But Were Afraid to Ask	Everything You Always Wanted to Know About Sex * But Were Afraid to Ask	0	1972	\N	88	Comedy	6.7	43270
tt0068575	movie	Fat City	Fat City	0	1972	\N	96	Drama,Sport	7.2	11151
tt0068611	movie	Frenzy	Frenzy	0	1972	\N	116	Drama,Thriller	7.4	52124
tt0068612	movie	Fritz the Cat	Fritz the Cat	0	1972	\N	78	Animation,Comedy,Drama	6.2	15545
tt0068638	movie	The Getaway	The Getaway	0	1972	\N	123	Action,Crime,Thriller	7.3	37613
tt0068646	movie	The Godfather	The Godfather	0	1972	\N	175	Crime,Drama	9.2	2153801
tt0068655	movie	The Tall Blond Man with One Black Shoe	Le grand blond avec une chaussure noire	0	1972	\N	90	Comedy,Mystery	7.2	9832
tt0068687	movie	The Heartbreak Kid	The Heartbreak Kid	0	1972	\N	106	Comedy,Drama,Romance	7.0	6284
tt0068699	movie	High Plains Drifter	High Plains Drifter	0	1973	\N	105	Drama,Mystery,Western	7.4	70017
tt0068713	movie	Horror Express	Pánico en el Transiberiano	0	1972	\N	88	Adventure,Horror,Sci-Fi	6.5	13954
tt0068718	movie	The Hot Rock	The Hot Rock	0	1972	\N	101	Action,Comedy,Crime	6.8	7369
tt0068732	movie	Images	Images	0	1972	\N	104	Drama,Horror,Mystery	7.0	8324
tt0068762	movie	Jeremiah Johnson	Jeremiah Johnson	0	1972	\N	108	Adventure,Drama,Western	7.6	37219
tt0068767	movie	Fist of Fury	Jing wu men	0	1972	\N	107	Action,Drama,Romance	7.2	36197
tt0068768	movie	Joe Kidd	Joe Kidd	0	1972	\N	88	Drama,Western	6.4	22295
tt0068786	movie	Junior Bonner	Junior Bonner	0	1972	\N	100	Drama,Western	6.7	7261
tt0068805	movie	The King of Marvin Gardens	The King of Marvin Gardens	0	1972	\N	103	Drama	6.5	6353
tt0068815	movie	Lone Wolf and Cub: Sword of Vengeance	Kozure Ôkami: Ko o kashi ude kashi tsukamatsuru	0	1972	\N	84	Action,Adventure	7.7	9439
tt0068816	movie	Lone Wolf and Cub: Baby Cart at the River Styx	Kozure Ôkami: Sanzu no kawa no ubaguruma	0	1972	\N	81	Action,Adventure,Drama	7.9	7273
tt0068817	movie	Lone Wolf and Cub: Baby Cart to Hades	Kozure Ôkami: Shinikaze ni mukau ubaguruma	0	1972	\N	89	Action,Drama	7.5	5956
tt0068828	movie	Lady Sings the Blues	Lady Sings the Blues	0	1972	\N	144	Biography,Drama,Music	7.0	5119
tt0068853	movie	The Life and Times of Judge Roy Bean	The Life and Times of Judge Roy Bean	0	1972	\N	120	Comedy,Drama,Romance	6.8	9945
tt0068863	movie	Lisa and the Devil	Lisa e il diavolo	0	1973	\N	95	Horror,Mystery	6.2	5794
tt0068883	movie	Ludwig	Ludwig	0	1973	\N	238	Biography,Drama,History	7.5	6358
tt0068909	movie	Man of La Mancha	Man of La Mancha	0	1972	\N	132	Drama,Fantasy,Musical	6.5	5073
tt0068931	movie	The Mechanic	The Mechanic	0	1972	\N	100	Action,Crime,Thriller	6.8	17431
tt0068935	movie	The Way of the Dragon	Meng long guo jiang	0	1972	\N	90	Action,Adventure,Comedy	7.1	43510
tt0069019	movie	Don't Torture a Duckling	Non si sevizia un paperino	0	1972	\N	105	Horror,Mystery,Thriller	7.0	11930
tt0069035	movie	The New Land	Nybyggarna	0	1972	\N	102	Drama,Western	8.0	5687
tt0069049	movie	The Other Side of the Wind	The Other Side of the Wind	0	2018	\N	122	Drama	6.7	8360
tt0069050	movie	The Other	The Other	0	1972	\N	108	Drama,Horror,Mystery	6.8	7604
tt0069089	movie	Pink Flamingos	Pink Flamingos	0	1972	\N	93	Comedy,Crime	6.0	30000
tt0069090	movie	Pink Floyd: Live at Pompeii	Pink Floyd: Live at Pompeii	0	1972	\N	92	Documentary,Music	8.6	11102
tt0069095	movie	All the Way Boys	...Più forte ragazzi!	0	1972	\N	105	Action,Adventure,Comedy	6.6	7993
tt0069097	movie	Play It Again, Sam	Play It Again, Sam	0	1972	\N	85	Comedy,Romance	7.6	28977
tt0069113	movie	The Poseidon Adventure	The Poseidon Adventure	0	1972	\N	117	Action,Adventure,Drama	7.1	52472
tt0069121	movie	Prime Cut	Prime Cut	0	1972	\N	88	Action,Crime,Drama	6.7	6572
tt0069191	movie	Roma	Roma	0	1972	\N	120	Comedy,Drama	7.3	14518
tt0069198	movie	The Ruling Class	The Ruling Class	0	1972	\N	154	Comedy,Drama,Musical	7.2	7114
tt0069280	movie	Slaughterhouse-Five	Slaughterhouse-Five	0	1972	\N	104	Comedy,Drama,Sci-Fi	6.8	14443
tt0069281	movie	Sleuth	Sleuth	0	1972	\N	138	Mystery,Thriller	7.9	51779
tt0069289	movie	Snoopy Come Home	Snoopy Come Home	0	1972	\N	80	Adventure,Animation,Comedy	7.3	5494
tt0069293	movie	Solaris	Solyaris	0	1972	\N	167	Adventure,Drama,Mystery	7.9	102851
tt0069303	movie	Sounder	Sounder	0	1972	\N	105	Drama,Family	7.5	5161
tt0069332	movie	Super Fly	Super Fly	0	1972	\N	91	Action,Crime,Drama	6.4	9098
tt0069341	movie	Tales from the Crypt	Tales from the Crypt	0	1972	\N	92	Drama,Horror,Mystery	6.8	14009
tt0069390	movie	They're Coming to Get You!	Tutti i colori del buio	0	1972	\N	87	Horror,Thriller	6.6	5152
tt0069400	movie	Traffic	Trafic	0	1971	\N	96	Comedy	7.0	8085
tt0069421	movie	Your Vice Is a Locked Room and Only I Have the Key	Il tuo vizio è una stanza chiusa e solo io ne ho la chiave	0	1972	\N	97	Drama,Horror,Mystery	6.6	5126
tt0069427	movie	Twins of Evil	Twins of Evil	0	1971	\N	87	Drama,Horror	6.6	7152
tt0069436	movie	Ulzana's Raid	Ulzana's Raid	0	1972	\N	103	Adventure,Drama,Western	7.0	6947
tt0069467	movie	Cries & Whispers	Viskningar och rop	0	1972	\N	92	Drama	7.9	38886
tt0069495	movie	What's Up, Doc?	What's Up, Doc?	0	1972	\N	94	Comedy,Romance	7.7	29207
tt0069687	movie	Alice in the Cities	Alice in den Städten	0	1974	\N	113	Drama	7.8	14536
tt0069697	movie	Watch Out, We're Mad	...altrimenti ci arrabbiamo!	0	1974	\N	102	Action,Comedy	7.3	14953
tt0069704	movie	American Graffiti	American Graffiti	0	1973	\N	110	Comedy,Drama	7.4	103494
tt0069747	movie	The Mad Adventures of Rabbi Jacob	Les aventures de Rabbi Jacob	0	1973	\N	95	Adventure,Comedy	7.4	15736
tt0069762	movie	Badlands	Badlands	0	1973	\N	94	Action,Crime,Drama	7.7	82304
tt0069765	movie	Bang the Drum Slowly	Bang the Drum Slowly	0	1973	\N	96	Drama,Sport	6.7	6621
tt0069822	movie	Breezy	Breezy	0	1973	\N	106	Drama,Romance	7.0	6232
tt0069824	movie	Brother Sun, Sister Moon	Fratello sole, sorella luna	0	1972	\N	121	Biography,Drama,History	7.2	5199
tt0069834	movie	Cahill U.S. Marshal	Cahill: United States Marshal	0	1973	\N	103	Drama,Western	6.4	7640
tt0069865	movie	Charley Varrick	Charley Varrick	0	1973	\N	111	Crime,Drama,Thriller	7.5	15048
tt0069895	movie	The Crazies	The Crazies	0	1973	\N	103	Action,Horror,Sci-Fi	6.1	15719
tt0069897	movie	Coffy	Coffy	0	1973	\N	90	Action,Crime,Thriller	6.8	14238
tt0069920	movie	Torso	I corpi presentano tracce di violenza carnale	0	1973	\N	92	Crime,Horror,Mystery	6.5	8763
tt0069945	movie	Dark Star	Dark Star	0	1974	\N	83	Comedy,Sci-Fi	6.1	29271
tt0069947	movie	The Day of the Jackal	The Day of the Jackal	0	1973	\N	143	Crime,Drama,Thriller	7.8	51034
tt0069967	movie	Two Men in Town	Deux hommes dans la ville	0	1973	\N	100	Crime,Drama	7.3	5708
tt0069976	movie	Dillinger	Dillinger	0	1973	\N	107	Action,Biography,Crime	6.9	6291
tt0069995	movie	Don't Look Now	Don't Look Now	0	1973	\N	110	Drama,Horror,Mystery	7.1	66896
tt0070016	movie	Charlotte's Web	Charlotte's Web	0	1973	\N	94	Adventure,Animation,Drama	6.9	23643
tt0070022	movie	Electra Glide in Blue	Electra Glide in Blue	0	1973	\N	114	Comedy,Crime,Drama	7.0	6916
tt0070030	movie	Emperor of the North	Emperor of the North Pole	0	1973	\N	118	Action,Adventure,Drama	7.2	7525
tt0070034	movie	Enter the Dragon	Enter the Dragon	0	1973	\N	102	Action,Crime,Thriller	7.6	117885
tt0070040	movie	The Spirit of the Beehive	El espíritu de la colmena	0	1973	\N	98	Drama,Fantasy	7.7	22042
tt0070047	movie	The Exorcist	The Exorcist	0	1973	\N	122	Horror	8.1	483825
tt0070077	movie	The Friends of Eddie Coyle	The Friends of Eddie Coyle	0	1973	\N	102	Crime,Drama	7.4	13175
